"ID.Cell.per.Trip","Area","Site","Year","Total.Angler.Hours","Grid.Cell.ID","Barred Sand Bass","Bat Ray","Big Skate","Bigmouth Sole","Black-and-Yellow Rockfish","Black Rockfish","Blacksmith","Blue Rockfish","Bocaccio","Brown Rockfish","Buffalo Sculpin","Bull Sculpin","Cabezon","Calico Rockfish","California Halibut","California Lizardfish","California Scorpionfish","California Sheephead","Canary Rockfish","Chilipepper Rockfish","China Rockfish","Chinook Salmon","Common Thresher Shark","Copper Rockfish","Deacon Rockfish","Fantail Sole","Finescale Triggerfish","Flag Rockfish","Freckled Rockfish","Garibaldi","Giant Sea Bass","Gopher Rockfish","Grass Rockfish","Halfmoon","Honeycomb Rockfish","Jack Mackerel","Jack Smelt","Kelp Bass","Kelp Greenling","Kelp Rockfish","Lingcod","Longfin Sanddab","Mackerel (Family Scombridae)","Northern Anchovy","Ocean Sunfish","Ocean Whitefish","Olive or Yellowtail Rockfish","Olive Rockfish","Opaleye","Pacific  (Chub) Mackerel","Pacific Barracuda","Pacific Bonito","Pacific Halibut","Pacific Sanddab","Pacific Sardine","Painted Greenling","Pelagic Stingray","Petrale Sole","Pile Perch","Quillback Rockfish","Rock Greenling","Rock Sole","Rock Wrasse","Rosy Rockfish","Rubberlip Seaperch","Salema","Sand Sole","Sanddab spp.","Sarcastic Fringehead","Sargo","Scalyhead Sculpin","Senorita","Sharpnose Surfperch","Silversides (Family Atherinopsidae)","Soupfin Shark","Speckled Sanddab","Spiny Dogfish","Squarespot Rockfish","Starry Rockfish","Starry Skate","Striped Seaperch","Tiger Rockfish","Top smelt","Treefish","Tubesnout","UnID Blue Rockfish","Unknown","Unknown rockfish","Vermilion Rockfish","White Croaker","White Seabass","Widow Rockfish","Wolf Eel","Yelloweye Rockfish","Yellowfin Croaker","Yellowtail Jack","Yellowtail Rockfish","Total"
"AIM09172003","Anacapa Island","MPA",2020,5.2,"AI03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0848745009129163,0.4669974946498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02296040435696,0,0,0,0,0,0,0,12.7258327734653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300665173385
"AIM09172007","Anacapa Island","MPA",2020,5.183333334,"AI07",0,0,0,0,0,0,0,0.402360391413735,0.515092872326497,0,0,0,0,0,0,0,0,0.445825497956567,0,0,0,0,0,3.44092450159381,0,0,0,0,0,0,0,0,0,0,0.499068894258316,0,0,0.00838009167161038,0,0,0.218484909314328,0,0,0,0,1.44097748089048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360579747515538,0,0,0,0,0.0960571026062618,0,0,0,0,0.200764612294868,0,0,0,0,0,0,0,0,7.62851610184201
"AIM09181901","Anacapa Island","MPA",2019,5.75,"AI01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17511881801561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209475953482778,0,0,0,0,0,0,0,13.6271673382642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0117621097626
"AIM09181905","Anacapa Island","MPA",2019,2.894444444,"AI05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231480776382145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25061059005642,0,0.139429193031116,0,0,0,0,0,9.81007895263377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4315995121034
"AIM09181907","Anacapa Island","MPA",2019,4.933333333,"AI07",0,0,0,0,0,0,0,0,0.574938351974753,0,0,0,0,0,0,0,0.0989870194850425,1.45606687417398,0,0,0,0,0,1.49504280266023,0,0,0,0,0,0,0,0.288422141172932,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98362712267443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275022044478497,0,0,0,0,1.24968619249584,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4217925491157
"AIM09191901","Anacapa Island","MPA",2019,6.033333334,"AI01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660019299182789,0,0,0,0,0,0.919275220736129,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39730094537471,0,0,0,0,0,0,0,12.396656835819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3732523011126
"AIM09191906","Anacapa Island","MPA",2019,4.966666667,"AI06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160844576994694,0,0,0,0.303451490361269,0,0,0,0,0,0,0,0.745996836362142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIM09212002","Anacapa Island","MPA",2020,2.733333333,"AI02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52763619692925,0,0,0,0,0,0,0,14.3093127846869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8369489816161
"AIM09212007","Anacapa Island","MPA",2020,3.4,"AI07",0,0,0,0,0,0,0,1.05484141218676,0.465492314880201,0,0,0,0,0,0,0,0.208666513340183,1.43018029040517,0,0,0,0,0,4.16071181063426,0,0,0,0,0,0,0,0,0,0,0.273434340917629,0,0,0,0,0,0,0,0,0,0,3.9453301004944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333861406893911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26798650021439,0,0,0,0,0.471535411657264,0,0,0,0,2.19291580743059,0,0,0,0,0,0,0,0,14.8049559090548
"AIM09212101","Anacapa Island","MPA",2021,8.883333334,"AI01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42460087869228,0,0.0730577967216901,1.16414567345002,0,0,0,0,0,1.16148481653189,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503315089049759,0,0.174577276528551,0,0,0,0,0,5.65997000887531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16115153984951
"AIM09212102","Anacapa Island","MPA",2021,11.566666667,"AI02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556214451626078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583062597157745,0,0,0,0.866625901268357,0,0,0,0,0,0,0,1.3141642462547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79531085886491
"AIM09222104","Anacapa Island","MPA",2021,8.541666666,"AI04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830594511701847,0.849662467919092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516179968906601,0,0,0,0,0,0,0,4.3413645568569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79026644485278
"AIM10042201","Anacapa Island","MPA",2022,10.099999999,"AI01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263724511649467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32818390966411,0,0,0,0,0,0,0,5.62704195701605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21895037832963
"AIM10042209","Anacapa Island","MPA",2022,6.133333333,"AI09",0,0,0,0,0,0,0.11517599686401,0.215877605892887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19746530861828,0,0,0,0.108085365314076,0,0,0,0,0,0,0.280133311874646,0,0,0,0,0,0,0,0,0,0,5.19603027310603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896207008752092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331672619788597,0.248279321960048,0,0,0,0,0.293811718304404,0,0,0,0,0.0164363229347642,0,0,0,0,0,0,0,0,7.79408318772321
"AIM10052106","Anacapa Island","MPA",2021,5.816666667,"AI06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858353600674503,0,0,0,0,0,0,0,0,0,0,0,0,1.11786438895791,0,0,0,0,0,0,0.311002341824747,0,0,0,0,0,0,0,2.86808955661999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15530988807715
"AIM10052108","Anacapa Island","MPA",2021,8.225,"AI08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102487061692338,0.469011606914719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093916962856568,0,0,0,0,0,0,0,3.78718842108137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.452604052545
"AIM10052203","Anacapa Island","MPA",2022,9.229166667,"AI03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755137944987198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757285110610556,0,0,0,0,0,0,0,13.2995416309936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8119646865913
"AIM10052205","Anacapa Island","MPA",2022,6.05,"AI05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278023933291249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641475575212813,0,0,0,0,0,0,0,12.7608947203646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1030662111771
"AIM10052207","Anacapa Island","MPA",2022,8.85,"AI07",0,0,0,0,0,0,0,0.183799620748895,0.279144246855292,0,0,0,0,0,0,0,0.20948700658791,0.870784301663313,0,0,0,0,0,0.722477756261176,0,0,0,0,0,0,0,0,0,0,0.0543993439364077,0,0,0,0,0,0.349682583835258,0,0,0,0,2.64219261072828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137691449770679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316052383291505,0,0,0,0,0.613579551546593,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09484371026295
"AIM10062103","Anacapa Island","MPA",2021,6.45,"AI03",0,0,0,0,0,0,0.0178140347250127,0,0,0,0,0,0,0,0,0,0.0552846357721157,4.16469906304286,0,0,0,0,0,0.167339646276261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358720698918948,0,0,0,0,0,0,0,10.9695656100371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7334236887723
"AIM10062204","Anacapa Island","MPA",2022,10.312500001,"AI04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00852704118153,0,0,0,0,0,0.0962764736493944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321273891695804,0,0,0,0,0,0,0,12.8323600123165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2584374188432
"AIM10062207","Anacapa Island","MPA",2022,6.133333334,"AI07",0,0,0,0,0.0944663295886807,0,0.0324766097753309,0,0,0,0,0,0,0,0,0,0.105814689269974,1.37423285481676,0,0,0,0,0,0.490551943112009,0,0,0,0,0,0,0,0,0,0,0.196247158089323,0,0,0,0,0.0657994651722473,0,0,0,0,0,3.21319061384066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170987069294664,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74376673295965
"AIM10072105","Anacapa Island","MPA",2021,9.466666667,"AI05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47185149867886,0,0,0,0,0,0.133884759922215,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40795673870446,0,0,0,0,0,0,0,13.0371884801531,0,0,0,0,0,0.166347364523227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2172288419818
"AIM10072107","Anacapa Island","MPA",2021,4.05,"AI07",0,0,0,0,0,0,0,0.5371690463683,0.484357381282419,0,0,0,0,0,0,0,0.146186515947532,0.29027330330568,0,0,0,0,0,2.37186752196278,0,0,0,0,0,0,0,0,0,0,0.285294083994845,0,0,0,0,0,1.17661832228442,0,0,0,0,4.38086267974505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835511998230339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326448929439996,0,0,0,0,0.345681466763879,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4283104509179
"AIM10091905","Anacapa Island","MPA",2019,8.133333333,"AI05",0,0,0,0,0,0,0.027701212819618,0,0,0,0,0,0,0,0,0,0,5.55063338265647,0,0,0,0,0,0.267866399015776,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01035899262995,0,0,0,0,0,0,0,12.3549215298849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2114815170067
"AIM10091909","Anacapa Island","MPA",2019,4.333333333,"AI09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124277737944003,0.80977722976014,0,0,0,0,0,0.0388727325395127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0379805847194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168963338300917,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17987162326397
"AIM10112201","Anacapa Island","MPA",2022,5.058333333,"AI01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70706907848128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36115941615049,0,0,0,0,0,0,0,9.51129048551152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5795189801433
"AIM10112206","Anacapa Island","MPA",2022,10.108333333,"AI06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330724638284164,0,0.0585710195818989,0.185734939792521,0,0,0,0,0,0,0,0,0,0,0,0,1.35691252345964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.63265045437029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5645935754885
"AIM10122201","Anacapa Island","MPA",2022,6.741666667,"AI01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702978858341171,0,0,0,0,0,0.307370855819789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212362792715775,0,0,0,0,0,0,0,12.5038636148961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7265761217729
"AIM10122204","Anacapa Island","MPA",2022,3.233333333,"AI04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714699638642368,0,0,0,0,0,0.810507243723851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611177531462702,0,0,0,0,0,0,0,13.8595472316977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9959316455267
"AIM10122209","Anacapa Island","MPA",2022,5.816666667,"AI09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202110065040797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538283022910104,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5699270376966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8258654050284
"AIM10132202","Anacapa Island","MPA",2022,3.033333333,"AI02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921771426979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3366028313192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2583742582982
"AIM10132205","Anacapa Island","MPA",2022,10.15,"AI05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097489777398046,0.6334436156832,0,0,0,0,0,0.647359837359045,0,0,0,0,0,0,0,0,0,0,0.0440787038515671,0,0,0.221333042826592,0,0,0,0,0,0,0,6.08986307155274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598451660908088,0,0,0,0,0,0,0,0,0,0,0,0,0,7.793413214762
"AIM10132207","Anacapa Island","MPA",2022,17.383333334,"AI07",0,0,0,0,0,0,0.0114586696051414,0.0425583355560471,0.0581265442147957,0,0,0,0,0,0.234528427893624,0,0.325432582062298,0.860713838211942,0,0,0,0,0,0.557296109634394,0,0,0,0,0,0,0,0.0476364213258411,0,0,0.0492599901171616,0.00151581224119425,0,0.05962780070082,0,0,0.0881403820461124,0,0,0,0,2.75293388966194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651300770828333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513212535873098,0,0,0,0,0.191786854976436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIM10181802","Anacapa Island","MPA",2018,4.916666667,"AI02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653842647330365,0,0,0,0,0,0.604421295265424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423227737718799,0,0.199523059655369,0,0,0,0,0,5.09730510223858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25937571055213,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23769555276067
